"(4.297201633453369, 5.271204948425293, 0)"
"(36.02682113647461, 4.750582695007324, 0.014455080032348633)"
"(36.57046890258789, 3.2477099895477295, 0.020299673080444336)"
"(33.45011901855469, 2.05204439163208, 0.02799391746520996)"
"(28.73240852355957, 1.2399346828460693, 0.039129018783569336)"
"(22.9482421875, 0.9198569655418396, 0.05150771141052246)"
"(17.127222061157227, 1.0075650215148926, 0.06617045402526855)"
"(12.72993278503418, 1.1298378705978394, 0.08146905899047852)"
"(10.715607643127441, 1.130679965019226, 0.09791159629821777)"
"(10.468130111694336, 1.0147242546081543, 0.11620354652404785)"
"(10.58455753326416, 0.8328362107276917, 0.13696599006652832)"
"(10.312051773071289, 0.6428773403167725, 0.16098999977111816)"
"(9.534937858581543, 0.49730369448661804, 0.19262290000915527)"
"(8.401139259338379, 0.42970144748687744, 0.22130417823791504)"
"(7.120785236358643, 0.4285200238227844, 0.25145769119262695)"
"(5.87833309173584, 0.45087751746177673, 0.2834169864654541)"
"(4.795139789581299, 0.4667670726776123, 0.31778430938720703)"
"(3.9196829795837402, 0.46672171354293823, 0.35392141342163086)"
"(3.2399938106536865, 0.45189130306243896, 0.39168429374694824)"
"(2.713893175125122, 0.42686381936073303, 0.4315340518951416)"
"(2.3027186393737793, 0.3961935341358185, 0.4736170768737793)"
"(1.9904191493988037, 0.36306649446487427, 0.5176353454589844)"
"(1.7806974649429321, 0.3291682004928589, 0.5638000965118408)"
"(1.6773130893707275, 0.29515302181243896, 0.6117796897888184)"
"(1.66390860080719, 0.26125863194465637, 0.6617968082427979)"
"(1.703985333442688, 0.2277761846780777, 0.7137634754180908)"
"(1.7581733465194702, 0.1952807754278183, 0.7677488327026367)"
"(1.7977075576782227, 0.16466684639453888, 0.82373046875)"
"(1.807096242904663, 0.13707657158374786, 0.8820343017578125)"
"(1.7813732624053955, 0.11377475410699844, 0.9417099952697754)"
"(1.722455382347107, 0.09593453258275986, 1.0032153129577637)"
"(1.6361032724380493, 0.08422078937292099, 1.0668151378631592)"
"(1.5296900272369385, 0.07824467867612839, 1.1323573589324951)"
"(1.4107024669647217, 0.07647023350000381, 1.2001466751098633)"
"(1.2858620882034302, 0.07691942900419235, 1.2697854042053223)"
"(1.1607534885406494, 0.07797259837388992, 1.3413071632385254)"
"(1.0398297309875488, 0.07863763719797134, 1.4154131412506104)"
"(0.926636815071106, 0.0784354880452156, 1.4919497966766357)"
"(0.8240911960601807, 0.07720749080181122, 1.570378303527832)"
"(0.734647274017334, 0.07496853917837143, 1.6506397724151611)"
"(0.660234272480011, 0.0718194767832756, 1.7322423458099365)"
"(0.6019293069839478, 0.06790134310722351, 1.8163142204284668)"
"(0.5594954490661621, 0.06337490677833557, 1.9028024673461914)"
"(0.5311115980148315, 0.05841223523020744, 1.9917833805084229)"
"(0.5136109590530396, 0.053192902356386185, 2.0829145908355713)"
"(0.5032004117965698, 0.04790075123310089, 2.17568302154541)"
"(0.4962786138057709, 0.04271985962986946, 2.2697529792785645)"
"(0.4899846613407135, 0.03782890737056732, 2.3665573596954346)"
"(0.4823841154575348, 0.03339376300573349, 2.466078996658325)"
"(0.47240355610847473, 0.029556643217802048, 2.56723952293396)"
"(0.4596543312072754, 0.02642020210623741, 2.670672655105591)"
"(0.44423893094062805, 0.0240269023925066, 2.7754695415496826)"
"(0.4265790581703186, 0.022341949865221977, 2.883490562438965)"
"(0.4072805345058441, 0.02125394716858864, 2.9922304153442383)"
"(0.38703107833862305, 0.020600853487849236, 3.103252649307251)"
"(0.36652469635009766, 0.020210152491927147, 3.2175140380859375)"
"(0.3464065194129944, 0.019932402297854424, 3.3320252895355225)"
"(0.3272324502468109, 0.019657310098409653, 3.44800066947937)"
"(0.30944034457206726, 0.01931484416127205, 3.565930128097534)"
"(0.29333144426345825, 0.018868641927838326, 3.6843814849853516)"
"(0.27906325459480286, 0.01830744929611683, 3.8063206672668457)"
"(0.2666553556919098, 0.01763734221458435, 3.9304158687591553)"
"(0.25600749254226685, 0.016875630244612694, 4.055850267410278)"
"(0.24692857265472412, 0.016045955941081047, 4.1901795864105225)"
"(0.23917190730571747, 0.015174932777881622, 4.328336477279663)"
"(0.23247018456459045, 0.014289457350969315, 4.4690210819244385)"
"(0.22656546533107758, 0.013414744287729263, 4.611222982406616)"
"(0.2212304174900055, 0.012573051266372204, 4.755363702774048)"
"(0.2162802666425705, 0.011782469227910042, 4.893667221069336)"
"(0.21157662570476532, 0.011056195944547653, 5.034042596817017)"
"(0.20702481269836426, 0.010402253828942776, 5.176547288894653)"
"(0.2025676965713501, 0.009823542088270187, 5.321624040603638)"
"(0.19817717373371124, 0.009318259544670582, 5.467492580413818)"
"(0.19384567439556122, 0.00888095609843731, 5.616349935531616)"
"(0.18957826495170593, 0.008503525517880917, 5.767123222351074)"
"(0.18538621068000793, 0.00817667506635189, 5.920422315597534)"
"(0.18128158152103424, 0.007890965789556503, 6.075538158416748)"
"(0.17727455496788025, 0.007637793198227882, 6.232196569442749)"
"(0.17337124049663544, 0.007409865036606789, 6.390904426574707)"
"(0.16957345604896545, 0.007201521657407284, 6.551761150360107)"
"(0.16587916016578674, 0.007008535787463188, 6.713760137557983)"
"(0.16228346526622772, 0.006828018464148045, 6.880002498626709)"
"(0.15877996385097504, 0.006657990161329508, 7.047063827514648)"
"(0.15536192059516907, 0.006497207097709179, 7.21631646156311)"
"(0.1520235240459442, 0.006344685796648264, 7.383981943130493)"
"(0.1487603783607483, 0.006199592724442482, 7.556695222854614)"
"(0.1455700695514679, 0.006061152089387178, 7.731457710266113)"
"(0.14245203137397766, 0.00592845119535923, 7.910108804702759)"
"(0.1394074708223343, 0.005800506100058556, 8.088446855545044)"
"(0.13643869757652283, 0.005676315166056156, 8.270839929580688)"
"(0.1335487961769104, 0.005554892588406801, 8.454294204711914)"
"(0.13074085116386414, 0.005435326602309942, 8.640627145767212)"
"(0.12801744043827057, 0.005316886119544506, 8.82918643951416)"
"(0.12538033723831177, 0.005199065897613764, 9.021082639694214)"
"(0.12282997369766235, 0.0050815693102777, 9.214482307434082)"
"(0.12036560475826263, 0.004964287858456373, 9.408499717712402)"
"(0.1179850846529007, 0.004847393836826086, 9.606820344924927)"
"(0.11568500846624374, 0.004731201101094484, 9.805568218231201)"
"(0.11346114426851273, 0.004616171587258577, 10.005332946777344)"
"(0.11130847781896591, 0.004502819385379553, 10.206158638000488)"
"(0.10922173410654068, 0.004391700495034456, 10.410162210464478)"
